benchmark,system,setting,instance,N,status,time,timeout,memout,error,models,clingo_total,grounding,solving,mem,choices,conflicts,restarts,rules,variables,atoms,constraints,decide_calls,lazy_active,avg_candidates_per_decide,max_candidates_seen,total_candidates_seen,total_decide_time_ms,total_prolog_query_time_ms,total_candidate_scan_time_ms,total_candidate_selection_time_ms,total_literal_lookup_time_ms,total_state_sync_time_ms,par2
BSP,clingo-prolog,gc,bsp-0030,30,SATISFIABLE,0.61,0,0,0,1.0,0.58,0.45999999999999996,0.12,48.0,3024.0,2539.0,20.0,250550.0,29886.0,6598.0,303726.0,,,,,,,,,,,,0.61
BSP,clingo-prolog,gc,bsp-0040,40,SATISFIABLE,1.96,0,0,0,1.0,1.927,1.587,0.34,126.0,4628.0,3635.0,29.0,749170.0,69046.0,11598.0,875666.0,,,,,,,,,,,,1.96
BSP,clingo-prolog,gc,bsp-0050,50,SATISFIABLE,6.33,0,0,0,1.0,6.291,4.061,2.23,271.0,20823.0,16789.0,93.0,1770340.0,132806.0,17998.0,2017956.0,,,,,,,,,,,,6.33
BSP,clingo-prolog,gc,bsp-0060,60,SATISFIABLE,10.6,0,0,0,1.0,10.537,8.387,2.15,536.0,13853.0,10513.0,62.0,3593060.0,227166.0,25798.0,4021596.0,,,,,,,,,,,,10.6
BSP,clingo-prolog,gc,bsp-0070,70,SATISFIABLE,20.71,0,0,0,1.0,20.603,15.833000000000002,4.77,990.0,21202.0,15463.0,90.0,6556330.0,358126.0,34998.0,7237586.0,,,,,,,,,,,,20.71
BSP,clingo-prolog,gc,bsp-0080,80,SATISFIABLE,62.77,0,0,0,1.0,62.658,28.658,34.0,1528.0,95489.0,72454.0,315.0,11059150.0,531686.0,45598.0,12076926.0,,,,,,,,,,,,62.77
BSP,clingo-prolog,gc,bsp-0090,90,SATISFIABLE,74.85,0,0,0,1.0,74.69,47.87,26.82,2463.0,49550.0,34694.0,178.0,17560520.0,753846.0,57598.0,19010616.0,,,,,,,,,,,,74.85
BSP,clingo-prolog,gc,bsp-0100,100,SATISFIABLE,100.21,0,0,0,1.0,99.999,76.209,23.79,3706.0,32514.0,20888.0,124.0,26579440.0,1030606.0,70998.0,28569656.0,,,,,,,,,,,,100.21
BSP,clingo-prolog,gc,bsp-0110,110,SATISFIABLE,228.66,0,0,0,1.0,228.336,118.86600000000001,109.47,5162.0,111869.0,77392.0,334.0,38694910.0,1367966.0,85798.0,41345046.0,,,,,,,,,,,,228.66
BSP,clingo-prolog,gc,bsp-0120,120,UNKNOWN,300,1,0,0,0.0,299.991,168.13099999999997,131.86,7548.0,102540.0,68779.0,298.0,54545930.0,1771926.0,101998.0,57987786.0,,,,,,,,,,,,600
BSP,clingo-prolog,gc_noheur,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.005,0.005,0.0,0.0,21.0,15.0,0.0,3476.0,230.0,470.0,3466.0,,,,,,,,,,,,0.03
BSP,clingo-prolog,gc_noheur,bsp-0020,20,SATISFIABLE,0.09,0,0,0,1.0,0.066,0.046,0.02,0.0,1510.0,1338.0,12.0,45706.0,860.0,1740.0,45686.0,,,,,,,,,,,,0.09
BSP,clingo-prolog,gc_noheur,bsp-0030,30,SATISFIABLE,0.68,0,0,0,1.0,0.534,0.42400000000000004,0.11,37.0,4708.0,4020.0,29.0,219686.0,1890.0,3810.0,219656.0,,,,,,,,,,,,0.68
BSP,clingo-prolog,gc_noheur,bsp-0040,40,SATISFIABLE,1.79,0,0,0,1.0,1.764,1.4140000000000001,0.35,98.0,10253.0,8409.0,55.0,678416.0,3320.0,6680.0,678376.0,,,,,,,,,,,,1.79
BSP,clingo-prolog,gc_noheur,bsp-0050,50,SATISFIABLE,3.93,0,0,0,1.0,3.895,3.6550000000000002,0.24,222.0,4432.0,3222.0,27.0,1634896.0,5150.0,10350.0,1634846.0,,,,,,,,,,,,3.93
BSP,clingo-prolog,gc_noheur,bsp-0060,60,SATISFIABLE,8.57,0,0,0,1.0,8.525,7.6850000000000005,0.84,456.0,11810.0,8573.0,60.0,3362126.0,7380.0,14820.0,3362066.0,,,,,,,,,,,,8.57
BSP,clingo-prolog,gc_noheur,bsp-0070,70,SATISFIABLE,15.44,0,0,0,1.0,15.377,14.537,0.84,846.0,9057.0,6214.0,44.0,6193106.0,10010.0,20090.0,6193036.0,,,,,,,,,,,,15.44
BSP,clingo-prolog,gc_noheur,bsp-0080,80,SATISFIABLE,33.45,0,0,0,1.0,33.367,26.506999999999998,6.86,1315.0,46558.0,34310.0,167.0,10520836.0,13040.0,26160.0,10520756.0,,,,,,,,,,,,33.45
BSP,clingo-prolog,gc_noheur,bsp-0090,90,SATISFIABLE,63.44,0,0,0,1.0,63.322,44.662000000000006,18.66,2145.0,91570.0,67511.0,289.0,16798316.0,16470.0,33030.0,16798226.0,,,,,,,,,,,,63.44
BSP,clingo-prolog,gc_noheur,bsp-0100,100,SATISFIABLE,90.5,0,0,0,1.0,90.345,71.765,18.58,3275.0,63255.0,42903.0,218.0,25538546.0,20300.0,40700.0,25538446.0,,,,,,,,,,,,90.5
BSP,clingo-prolog,gc_noheur,bsp-0110,110,SATISFIABLE,149.52,0,0,0,1.0,149.304,111.094,38.21,4660.0,95603.0,66276.0,284.0,37314526.0,24530.0,49170.0,37314416.0,,,,,,,,,,,,149.52
BSP,clingo-prolog,gc_noheur,bsp-0120,120,SATISFIABLE,206.7,0,0,0,1.0,206.409,161.099,45.31,6739.0,78565.0,49993.0,252.0,52759256.0,29160.0,58440.0,52759136.0,,,,,,,,,,,,206.7
BSP,clingo-prolog,la,bsp-0010,10,SATISFIABLE,0.06,0,0,0,1.0,0.033,0.033,0.0,0.0,10.0,0.0,0.0,3479.0,230.0,473.0,3466.0,10.0,active,11.0,20.0,110.0,0.680292,0.440476,0.056726,0.007262,0.007561,0.146481,0.06
BSP,clingo-prolog,la,bsp-0020,20,SATISFIABLE,0.11,0,0,0,1.0,0.082,0.082,0.0,0.0,20.0,0.0,0.0,45709.0,860.0,1743.0,45686.0,20.0,active,21.0,40.0,420.0,2.25841,1.6718,0.203072,0.024458,0.026749,0.306267,0.11
BSP,clingo-prolog,la,bsp-0030,30,SATISFIABLE,0.6,0,0,0,1.0,0.554,0.544,0.01,39.0,30.0,0.0,0.0,219689.0,1890.0,3813.0,219656.0,30.0,active,31.0,60.0,930.0,5.02659,3.91635,0.502698,0.056866,0.058917,0.506638,0.6
BSP,clingo-prolog,la,bsp-0040,40,SATISFIABLE,1.52,0,0,0,1.0,1.485,1.475,0.01,97.0,40.0,0.0,0.0,678419.0,3320.0,6683.0,678376.0,40.0,active,41.0,80.0,1640.0,11.4465,9.28306,1.06749,0.129553,0.14821,0.837384,1.52
BSP,clingo-prolog,la,bsp-0050,50,SATISFIABLE,3.74,0,0,0,1.0,3.707,3.687,0.02,230.0,50.0,0.0,0.0,1634899.0,5150.0,10353.0,1634846.0,50.0,active,51.0,100.0,2550.0,16.9726,13.9858,1.6266,0.194774,0.224224,1.03401,3.74
BSP,clingo-prolog,la,bsp-0060,60,SATISFIABLE,7.71,0,0,0,1.0,7.668,7.648000000000001,0.02,457.0,60.0,0.0,0.0,3362129.0,7380.0,14823.0,3362066.0,60.0,active,61.0,120.0,3660.0,18.5457,15.3555,1.81653,0.229898,0.258809,1.04172,7.71
BSP,clingo-prolog,la,bsp-0070,70,SATISFIABLE,14.59,0,0,0,1.0,14.531,14.501000000000001,0.03,848.0,70.0,0.0,0.0,6193109.0,10010.0,20093.0,6193036.0,70.0,active,71.0,140.0,4970.0,23.6893,19.7718,2.31938,0.288222,0.348946,1.1912,14.59
BSP,clingo-prolog,la,bsp-0080,80,SATISFIABLE,26.75,0,0,0,1.0,26.67,26.630000000000003,0.04,1316.0,80.0,0.0,0.0,10520839.0,13040.0,26163.0,10520756.0,80.0,active,81.0,160.0,6480.0,31.2981,26.3739,2.97719,0.374742,0.47057,1.55835,26.75
BSP,clingo-prolog,la,bsp-0090,90,SATISFIABLE,44.31,0,0,0,1.0,44.204,44.154,0.05,2147.0,90.0,0.0,0.0,16798319.0,16470.0,33033.0,16798226.0,90.0,active,91.0,180.0,8190.0,37.9615,31.9535,3.72766,0.497209,0.562446,1.79283,44.31
BSP,clingo-prolog,la,bsp-0100,100,SATISFIABLE,67.82,0,0,0,1.0,67.597,67.527,0.07,3276.0,100.0,0.0,0.0,25538549.0,20300.0,40703.0,25538446.0,100.0,active,101.0,200.0,10100.0,48.49,40.9238,4.92108,0.601557,0.849127,2.45409,67.82
BSP,clingo-prolog,la,bsp-0110,110,SATISFIABLE,111.37,0,0,0,1.0,111.166,111.076,0.09,4660.0,110.0,0.0,0.0,37314529.0,24530.0,49173.0,37314416.0,110.0,active,111.0,220.0,12210.0,58.113,49.3535,5.77917,0.722872,0.917849,2.78321,111.37
BSP,clingo-prolog,la,bsp-0120,120,SATISFIABLE,161.16,0,0,0,1.0,160.882,160.762,0.12,6742.0,120.0,0.0,0.0,52759259.0,29160.0,58443.0,52759136.0,120.0,active,121.0,240.0,14520.0,70.1928,59.8571,6.98131,0.851986,1.22643,3.37246,161.16
BSP,clingo-prolog,la_aux,bsp-0010,10,SATISFIABLE,0.15,0,0,0,1.0,0.123,0.063,0.06,15.0,60.0,55.0,0.0,4963.0,1356.0,1921.0,6876.0,60.0,active,0.0,0.0,0.0,1.12541,0.068783,0.001056,0.0,0.0,56.7731,0.15
BSP,clingo-prolog,la_aux,bsp-0020,20,SATISFIABLE,3.49,0,0,0,1.0,3.461,0.351,3.11,29.0,573.0,492.0,5.0,55483.0,9306.0,11441.0,71096.0,573.0,active,0.0,0.0,0.0,11.9523,0.890226,0.01107,0.0,0.0,3051.36,3.49
BSP,clingo-prolog,la_aux,bsp-0030,30,UNKNOWN,300,1,0,0,0.0,299.987,1.497000000000014,298.49,70.0,3001.0,2520.0,20.0,250553.0,29856.0,34561.0,303666.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0040,40,UNKNOWN,300,1,0,0,0.0,299.982,5.052000000000021,294.93,169.0,1359.0,1027.0,9.0,749173.0,69006.0,77281.0,875586.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0050,50,UNKNOWN,300,1,0,0,0.0,299.989,8.048999999999978,291.94,350.0,683.0,423.0,5.0,1770343.0,132756.0,145601.0,2017856.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0060,60,UNKNOWN,300,1,0,0,0.0,299.984,21.74399999999997,278.24,663.0,526.0,310.0,3.0,3593063.0,227106.0,245521.0,4021476.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0070,70,UNKNOWN,300,1,0,0,0.0,299.991,27.500999999999976,272.49,1169.0,55.0,0.0,0.0,6556333.0,358056.0,383041.0,7237446.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0080,80,UNKNOWN,300,1,0,0,0.0,299.984,52.68399999999997,247.3,1799.0,40.0,0.0,0.0,11059153.0,531606.0,564161.0,12076766.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0090,90,UNKNOWN,300,1,0,0,0.0,299.982,101.37200000000001,198.61,2839.0,48.0,1.0,0.0,17560523.0,753756.0,794881.0,19010436.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0100,100,UNKNOWN,300,1,0,0,0.0,299.991,108.88099999999997,191.11,4217.0,26.0,1.0,0.0,26579443.0,1030506.0,1081201.0,28569456.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0110,110,UNKNOWN,300,1,0,0,0.0,299.992,157.55200000000002,142.44,5882.0,16.0,0.0,0.0,38694913.0,1367856.0,1429121.0,41344826.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_aux,bsp-0120,120,UNKNOWN,300,1,1,0,0.0,194.588,194.588,0.0,8192.0,0.0,0.0,0.0,0.0,1771806.0,0.0,0.0,,inactive,,,,,,,,,,600
BSP,clingo-prolog,la_co,bsp-0010,10,SATISFIABLE,0.05,0,0,0,1.0,0.028,0.028,0.0,0.0,8.0,0.0,0.0,37.0,11.0,36.0,2.0,8.0,active,12.75,20.0,102.0,0.62733,0.413781,0.049668,0.006421,0.007089,0.153707,0.05
BSP,clingo-prolog,la_co,bsp-0020,20,SATISFIABLE,0.06,0,0,0,1.0,0.03,0.03,0.0,0.0,17.0,0.0,0.0,67.0,21.0,66.0,2.0,17.0,active,24.0,40.0,408.0,1.92593,1.41846,0.185482,0.023039,0.023305,0.268504,0.06
BSP,clingo-prolog,la_co,bsp-0030,30,SATISFIABLE,0.06,0,0,0,1.0,0.034,0.034,0.0,0.0,28.0,0.0,0.0,97.0,31.0,96.0,2.0,28.0,active,32.9286,60.0,922.0,4.24239,3.27004,0.421656,0.054613,0.049733,0.421221,0.06
BSP,clingo-prolog,la_co,bsp-0040,40,SATISFIABLE,0.08,0,0,0,1.0,0.048,0.038,0.01,0.0,37.0,0.0,0.0,127.0,41.0,126.0,2.0,37.0,active,44.0,80.0,1628.0,8.24725,6.57747,0.825446,0.108255,0.100188,0.629046,0.08
BSP,clingo-prolog,la_co,bsp-0050,50,SATISFIABLE,0.07,0,0,0,1.0,0.042,0.032,0.01,0.0,48.0,0.0,0.0,157.0,51.0,156.0,2.0,48.0,active,52.9583,100.0,2542.0,11.0528,8.89383,1.14364,0.149844,0.140348,0.750048,0.07
BSP,clingo-prolog,la_co,bsp-0060,60,SATISFIABLE,0.1,0,0,0,1.0,0.067,0.047,0.02,0.0,57.0,0.0,0.0,187.0,61.0,186.0,2.0,57.0,active,64.0,120.0,3648.0,22.0075,17.9986,2.27828,0.299999,0.282474,1.22525,0.1
BSP,clingo-prolog,la_co,bsp-0070,70,SATISFIABLE,0.08,0,0,0,1.0,0.053,0.033,0.02,0.0,68.0,0.0,0.0,217.0,71.0,216.0,2.0,68.0,active,72.9706,140.0,4962.0,20.9014,17.197,2.20463,0.289943,0.25483,1.04076,0.08
BSP,clingo-prolog,la_co,bsp-0080,80,SATISFIABLE,0.09,0,0,0,1.0,0.061,0.031,0.03,0.0,77.0,0.0,0.0,247.0,81.0,246.0,2.0,77.0,active,84.0,160.0,6468.0,26.5766,21.9743,2.83295,0.381202,0.332582,1.17598,0.09
BSP,clingo-prolog,la_co,bsp-0090,90,SATISFIABLE,0.1,0,0,0,1.0,0.072,0.031999999999999994,0.04,0.0,88.0,0.0,0.0,277.0,91.0,276.0,2.0,88.0,active,92.9773,180.0,8182.0,36.0406,30.073,3.86052,0.505992,0.505764,1.38792,0.1
BSP,clingo-prolog,la_co,bsp-0100,100,SATISFIABLE,0.1,0,0,0,1.0,0.077,0.037,0.04,0.0,97.0,0.0,0.0,307.0,101.0,306.0,2.0,97.0,active,104.0,200.0,10088.0,42.1392,35.3663,4.43774,0.59245,0.532469,1.45958,0.1
BSP,clingo-prolog,la_co,bsp-0110,110,SATISFIABLE,0.15,0,0,0,1.0,0.117,0.047,0.07,13.0,108.0,0.0,0.0,337.0,111.0,336.0,2.0,108.0,active,112.981,220.0,12202.0,71.2076,60.2607,7.36487,0.951509,0.944145,2.21826,0.15
BSP,clingo-prolog,la_co,bsp-0120,120,SATISFIABLE,0.12,0,0,0,1.0,0.096,0.036000000000000004,0.06,13.0,117.0,0.0,0.0,367.0,121.0,366.0,2.0,117.0,active,124.0,240.0,14508.0,60.0091,50.357,6.72403,0.844069,0.813914,1.74882,0.12
